"WATERSHED_CODE","GAZETTED_NAME","ALIAS_NAME","WATERBODY_IDENTIFIER","REGION","ORDER_50","MAGNITUDE_50","WATERBODY_TYPE","RAB_WATERSHED_CODE","WATERBODY_ID","MAP_NUMBER","UTM_ZONE","UTM_EASTING","UTM_NORTHING","STREAM_LENGTH","LAKE_PERIMETER","LAKE_AREA","LAKE_ELEVATION"
"129-200000-43900",,"LAKE #906, SCOT #1, SCOTT LAKE","01099LNTH","Thompson",,,"Lake",,"35144","092P01","10","688248","5677000",,"1.9","13.2","1270"
"129-200000-69400",,"LAKE #1039, MOOSEPASTURE LAKE","01179LNTH","Thompson",,,"Lake",,"35161","092P01","10","681244","5672312",,"1.2","5.9","1462"
"129-200000-69700","GRANT LAKE","LAKE #128","01154LNTH","Thompson",,,"Lake",,"35173","092P01","10","679537","5673982",,"1.7","10.5","1430"
"129-200000-77700","POTHOLE LAKE","LAKE #275","01138LNTH","Thompson",,,"Lake",,"35175","092P01","10","678954","5675056",,".7","3.5","1417"
"129-200000-78200",,"LAKE #486, LAKE 486","01112LNTH","Thompson",,,"Lake",,"537055",,"10","678847","5676296",,".3",".7","1382"
"129-200000-87400","NORMA LAKE","LAKE #248","01120LNTH","Thompson",,,"Lake",,"35180","092P01","10","677145","5675148",,"2.2","13.6","1401"
"129-200000-96100","FRANKIE LAKE","LAKE #114","01139LNTH","Thompson",,,"Lake",,"35182","092P01","10","674750","5674837",,"1.1","7.1","1465"
"129-206700","GENIER LAKES","BIG GENIER LAKE, LAKE #816","01076LNTH","Thompson",,,"Lake",,"35185","092P01","10","700545","5678637",,"2.9","22.1","541"
"129-245500","PATRICK LAKE","LAKE #886","00904LNTH","Thompson",,,"Lake",,"35206","092P08","10","683309","5692834",,"1.6","15.6","1397"
"129-245500",,"LAKE #916, SMITH LAKE","00993LNTH","Thompson",,,"Lake",,"35203","092P08","10","688067","5686902",,"4.1","22","1268"
"129-245500","MULHOLLAND LAKE","LAKE #877","01002LNTH","Thompson",,,"Lake",,"35202","092P08","10","688737","5686741",,"1.4","9.4","1257"
"129-245500-22600-79900",,"LAKE #38","01036LNTH","Thompson",,,"Lake",,"333173",,"10","689095","5682799",,".4",".8","1265"
"129-245500-51100",,"LAKE #1274","00986LNTH","Thompson",,,"Lake",,"333110",,"10","688701","5687741",,".6","1.9","1299"
"129-245500-64500",,"LAKE #1682, LAKE J","00981LNTH","Thompson",,,"Lake",,"333131",,"10","687189","5688340",,".5","1.6","1314"
"129-245500-64700-17700",,"1686, HARBOUR; DAY; LAKE #777, LAKE C","00991LNTH","Thompson",,,"Lake",,"35221","092P08","10","684544","5687654",,"1","5.9","1365"
"129-245500-64700-17700-0720",,"LAKE #1684, LAKE F","00997LNTH","Thompson",,,"Lake",,"333111",,"10","685058","5687212",,".4",".9","1362"
"129-245500-64700-17700-5590",,"LAKE #1679, LAKE Q","00978LNTH","Thompson",,,"Lake",,"333133",,"10","684199","5688510",,".7","2.3","1440"
"129-245500-74800",,"LAKE #1267, LAKE 1267","00943LNTH","Thompson",,,"Lake",,"35225","092P08","10","686046","5690229",,"1.9","7.3","1352"
"129-245500-74800",,"LAKE #1265",,"Thompson",,,"Lake",,"35227","092P08",,,,,,,
"129-245500-86100",,"LAKE #1691; Z","00925LNTH","Thompson",,,"Lake",,"333114",,"10","685299","5691649",,".5","1.7","1370"
"129-245500-86100-52104",,"LAKE #1261, LAKE 1261","00928LNTH","Thompson",,,"Lake",,"537070",,"10","685864","5691538",,"1.2","5","1373"
"129-245900-64400",,"LAKE #1266, LAKE 1266","00949LNTH","Thompson",,,"Lake",,"537076",,"10","686872","5689686",,"1.3","3","1346"
"129-245900-64400",,"LAKE #1265, LAKE 1265","00953LNTH","Thompson",,,"Lake",,"537077",,"10","687267","5689737",,"1.5","8.7","1342"
"129-245900-64400",,"LAKE #1690, LAKE S","00957LNTH","Thompson",,,"Lake",,"333109",,"10","687795","5689765",,".3",".7","1284"
"129-245900-64400",,"LAKE #1264","00961LNTH","Thompson",,,"Lake",,"333115",,"10","688123","5689489",,".6","1.9","1275"
"129-245900-64400",,"LAKE #1265",,"Thompson",,,"Lake",,"333136",,,,,,,,
"129-245900-64400",,"LAKE #1267",,"Thompson",,,"Lake",,"333138",,,,,,,,
"129-245900-64400",,"LAKE #1266",,"Thompson",,,"Lake",,"333137",,,,,,,,
"129-266700",,"DISAPPOINTMENT LAKE, LAKE #787","00703LNTH","Thompson",,,"Lake",,"35253","092P08","10","681996","5699954",,"2.8","12.7","1424"
"129-266700","THUYA LAKES","ISLAND LAKE, LAKE #1742","00762LNTH","Thompson",,,"Lake",,"35251","092P08","10","683418","5698614",,"2","15","1299"
"129-266700-82300",,"JACKPINE LAKE, LAKE #1013","00761LNTH","Thompson",,,"Lake",,"35258","092P08","10","680371","5698749",,"3","16.5","1329"
"129-276200",,"BUCK LAKE, LAKE #1007, MONTIGNY LAKE NO. 2","00705LNTH","Thompson",,,"Lake",,"35263","092P08","10","687890","5700275",,"1.2","4.2","1223"
"129-281900","TAWEEL LAKE","LAKE #932","00149LNTH","Thompson",,,"Lake",,"35266","092P09","10","686557","5721386",,"20.8","436.1","1192"
"129-281900-10400",,"BOOT LAKE, LAKE #1015, SUMMIT LAKE","00737LNTH","Thompson",,,"Lake",,"35277","092P08","10","679431","5699645",,"1.5","4.8","1347"
"129-281900-10400-25100",,"CHUCK, DUM LAKE #2, DUM LAKES, LAKE #794, LITTLE DUM, LUKE LAKE","00618LNTH","Thompson",,,"Lake",,"35289","092P08","10","686317","5703384",,".8","3.7","1167"
"129-281900-10400-31500","LAUREL LAKE","LAKE #839","00382LNTH","Thompson",,,"Lake",,"35294","092P09","10","683455","5709458",,"2.9","17.8","1262"
"129-281900-10400-31500","LATREMOUILLE LAKE","LAKE #838","00410LNTH","Thompson",,,"Lake",,"35293","092P08","10","685262","5706999",,"6.6","75","1226"
"129-281900-10400-31500-4680","LYNN LAKE","LAKE #853","00434LNTH","Thompson",,,"Lake",,"35300","092P08","10","683878","5708385",,"3.5","43","1229"
"129-281900-10400-43700","EMAR LAKE","FLOAT LAKE, LAKE #806","00510LNTH","Thompson",,,"Lake",,"35314","092P08","10","681910","5705748",,"4.4","25.1","1256"
"129-281900-10400-51600-7065",,"BEAR LAKE, LAKE #1291","00654LNTH","Thompson",,,"Lake",,"537090",,"10","684815","5701948",,".9","3.8","1226"
"129-281900-10400-56700",,"LAKE #1276","00579LNTH","Thompson",,,"Lake",,"35335","092P08","10","680652","5704702",,".9","2.8","1296"
"129-281900-10400-56700-8810",,"LAKE #1275, SNAKE","00560LNTH","Thompson",,,"Lake",,"333121",,"10","680621","5704972",,".9","2.9","1296"
"129-281900-10400-70000",,"LAKE #1278","00629LNTH","Thompson",,,"Lake",,"333156","092P08","10","678096","5702782",,".6","2.2","1059"
"129-281900-10400-71300","PHINETTA LAKE","LAKE #268, LAKE #5557, MEADOW LAKE","00553LNTH","Thompson",,,"Lake",,"35339","092P08","10","674855","5705582",,"3.1","22.7","1122"
"129-281900-10400-71300","BIRCH LAKE","LAKE #27, LAKE #5555","00595LNTH","Thompson",,,"Lake",,"35340","092P08","10","673710","5704246",,"8.5","233.2","1126"
"129-281900-10400-71300-0800-6570",,"LAKE #1285","00600LNTH","Thompson",,,"Lake",,"537094","092P08","10","678770","5704038",,".7","1.9","1286"
"129-281900-10400-71300-1640-3580","LONG ISLAND LAKE","JANICE LAKE, LAKE #831","00449LNTH","Thompson",,,"Lake",,"35358","092P08","10","677786","5708040",,"9.6","148.7","1268"
"129-281900-10400-71300-3660",,"LAKE #1279","00612LNTH","Thompson",,,"Lake",,"35369","092P08","10","674673","5703231",,".8","2.6","1145"
"129-281900-10400-71300-4060","TORTOISE LAKE","LAKE #354","00646LNTH","Thompson",,,"Lake",,"35371","092P07","10","673055","5702273",,"3.3","38.4","1136"
"129-281900-10400-71300-4060",,"LAKE #1583","00678LNTH","Thompson",,,"Lake",,"35372","092P07","10","672558","5701352",,".2",".2","1150"
"129-281900-10400-71300-4060",,"LAKE #1582","00714LNTH","Thompson",,,"Lake",,"35373","092P07","10","672573","5700253",,".6","1.4","1234"
"129-281900-10400-71300-4060",,"LAKE #1280","00722LNTH","Thompson",,,"Lake",,"35374","092P07","10","673083","5700134",,"1.1","6.4","1281"
"129-281900-10400-71300-4060",,"LAKE #1282","00746LNTH","Thompson",,,"Lake",,"35375","092P07","10","673208","5699668",,".8","4.5","1308"
"129-281900-10400-71300-4060-1550",,"LAKE #1284","00695LNTH","Thompson",,,"Lake",,"35377","092P08","10","675360","5700832",,".8","2.9","1400"
"129-281900-10400-71300-4600",,"LAKE #25;BEAVERDAM","00614LNTH","Thompson",,,"Lake",,"35382","092P07","10","671688","5703369",,"1.8","14","1128"
"129-281900-10400-71300-5720",,"LAKE #508",,,,,"Lake",,"370078",,,,,,,,
"129-281900-10400-71300-7340-9000",,"LAKE #6124","00394LNTH","Thompson",,,"Lake",,"35395","092P10","10","669627","5709896",,".7","3.2","1304"
"129-281900-10400-73600",,"LAKE #1285","00688LNTH","Thompson",,,"Lake",,"35404","092P08","10","678629","5701053",,".9","2.4","1278"
"129-281900-13900","MEADOW LAKE","LAKE #865","00286LNTH","Thompson",,,"Lake",,"35414","092P09","10","680138","5715590",,"1.5","9.8","1365"
"129-281900-13900-59100","ROCK ISLAND LAKE","LAKE #901","00300LNTH","Thompson",,,"Lake",,"35431","092P09","10","685147","5713276",,"7.9","61.8","1267"
"129-281900-13900-63712",,"LAKE #954, WINEHOLE LAKE, WINEHOLT LAKE","00321LNTH","Thompson",,,"Lake",,"537111","092P09","10","684483","5713640",,"1.1","5.7","1281"
"129-281900-13900-72500",,"DEER LAKE "A", LAKE #781, RUBY LAKE","00323LNTH","Thompson",,,"Lake",,"35434","092P09","10","682034","5713710",,"1.3","4.3","1332"
"129-281900-13900-72500",,"LAKE #1035, LOWER BISCUIT LAKE","00329LNTH","Thompson",,,"Lake",,"35435","092P09","10","682209","5713127",,".6","2.1","1349"
"129-281900-13900-72500","DEER LAKE","LAKE #779","00331LNTH","Thompson",,,"Lake",,"35437","092P09","10","681784","5712372",,"2.6","33.1","1357"
"129-281900-13900-89100","LOST HORSE LAKE","LAKE #851","00270LNTH","Thompson",,,"Lake",,"35449","092P09","10","679718","5716454",,"3.3","36.3","1373"
"129-281900-16700",,"LAKE #1657","00334LNTH","Thompson",,,"Lake",,"35456","092P09","10","688027","5712892",,".6","2","1282"
"129-281900-16700","DEMERS LAKE","LAKE #784; CAMPBELL","00441LNTH","Thompson",,,"Lake",,"35454","092P08","10","691429","5708057",,"1.3","9.3","671"
"129-281900-67100","HARDCASTLE LAKE","LAKE #824","00280LNTH","Thompson",,,"Lake",,"35475","092P09","10","685046","5716368",,"2","17.6","1258"
"129-281900-67100-36300-2400",,"LAKE #397","00264LNTH","Thompson",,,"Lake",,"35488","092P09","10","683745","5717556",,".4",".9","1308"
"129-296400-08100","DUNN LAKE","LAKE #796","00596LNTH","Thompson",,,"Lake",,"35533","092P08","10","698431","5704206",,"10.9","355.8","460"
"129-335800-10700","COLBORNE LAKE","LAKE #1373","00204LNTH","Thompson",,,"Lake",,"35609","092P09","10","695287","5721642",,".9","4.2","1056"
"129-335800-10700",,"LAKE #1372","00212LNTH","Thompson",,,"Lake",,"35608","092P09","10","695275","5721182",,".8","3.8","1046"
"129-335800-16600",,"LAKE #1371","00206LNTH","Thompson",,,"Lake",,"333132",,"10","694049","5721644",,".7","3.5","1032"
"129-335800-17100",,"LAKE #1649, WALTER LAKE","00182LNTH","Thompson",,,"Lake",,"35616","092P09","10","694342","5722975",,"1","6.8","1091"
"129-335800-42700-54700",,"LAKE #608","00106LNTH","Thompson",,,"Lake",,"35648","092P09","10","674247","5728943",,".3",".5","1280"
"129-335800-42700-54700",,"LAKE #597","00111LNTH","Thompson",,,"Lake",,"35647","092P09","10","674660","5728663",,".2",".2","1276"
"129-335800-42700-60500",,"LAKE #609",,"Thompson",,,"Lake",,"333163",,,,,,,,
"129-335800-61400",,"CALVIN LAKE, LAKE #582","00049LNTH","Thompson",,,"Lake",,"35660","092P16","10","682743","5738245",,".3",".5","1582"
"129-354400","LOLO LAKE","LAKE #846","00173LNTH","Thompson",,,"Lake",,"35704","092P09","10","695905","5723975",,"2.9","18.7","1105"
"129-360400","CLEARWATER LAKE","LAKE #769","00658CLWR","Thompson",,,"Lake",,"35708","093A01","10","692125","5780209",,"55","3408.4","685"
"129-360400-00300","STAR LAKE","LAKE #921","01876CLWR","Thompson",,,"Lake",,"35711","092P09","10","695853","5726363",,"4.8","50.8","1039"
"129-360400-00600","GRIZZLY LAKES","LAKE #900, ROAD FOUR LAKE","01849CLWR","Thompson",,,"Lake",,"35717","092P09","10","691732","5734560",,"2.8","30.4","1385"
"129-360400-00600","GRIZZLY LAKES","LAKE #673","01850CLWR","Thompson",,,"Lake",,"35718","092P09","10","690168","5734634",,"1.8","17.6","1384"
"129-360400-00600","SURPRISE LAKE","LAKE #930","01857CLWR","Thompson",,,"Lake",,"35719","092P09","10","688172","5734235",,"2.3","26.4","1392"
"129-360400-00600","REFLECTOR LAKE","LAKE #896","01860CLWR","Thompson",,,"Lake",,"35716","092P09","10","693721","5733600",,"3.8","43.8","1384"
"129-360400-00600-49300",,"GABLEHOUSE LAKE, LAKE #1635","01833CLWR","Thompson",,,"Lake",,"35725","092P16","10","696951","5737125",,"2.4","9.6","1491"
"129-360400-03300",,"LAKE #1370","01827CLWR","Thompson",,,"Lake",,"35735","092P16","10","698785","5739039",,".6","1.3","1530"
"129-360400-11400","SOCK LAKE","LAKE #918","01828CLWR","Thompson",,,"Lake",,"35803","092P16","10","702341","5739075",,"2.9","13.6","1282"
"129-360400-13400",,"LAKE #1380, MARTEN LAKE","01792CLWR","Thompson",,,"Lake",,"35831","092P16","10","700526","5743853",,"1.6","8.5","1203"
"129-360400-14400",,"LAKE #1376","01774CLWR","Thompson",,,"Lake",,"35835","092P16","10","698014","5744885",,"1.1","6.1","1259"
"129-360400-15800-25600","FOOT LAKE","LAKE #810","01660CLWR","Thompson",,,"Lake",,"35952","092P16","10","701697","5755997",,"1","3.7","1060"
"129-360400-15800-45300",,"LAKE #917, SMITH LAKE","01597CLWR","Thompson",,,"Lake",,"36001","092P16","10","704126","5760208",,"1","5.1","754"
"129-360400-20700","PLACID LAKE","LAKE # 891","01643CLWR","Thompson",,,"Lake",,"36071","092P16","10","698907","5756982",,"1.4","7.7","816"
"129-360400-23900","MAHOOD LAKE","LAKE #854","01105MAHD","Thompson",,,"Lake",,"36076","092P16","10","689282","5756974",,"48","3261.6","629"
"129-360400-23900-04400-5240",,"LAKE #679","01440MAHD","Thompson",,,"Lake",,"36083","092P16","10","688968","5751567",,".3",".4","1334"
"129-360400-23900-60800","MAURY LAKE","EAST MAURY LAKE, LAKE #857","01444MAHD","Thompson",,,"Lake",,"36152","092P16","10","686023","5751449",,"7.2","55.3","1318"
"129-360400-23900-60800-8160",,"EAST MAURY LAKE, LAKE # 801, MAURY EAST","01431MAHD","Thompson",,,"Lake",,"36162","092P16","10","686449","5751177",,"4.5","41.9","1322"
"129-360400-23900-76700","EJAS LAKE","LAKE #804","01538MAHD","Thompson",,,"Lake",,"36171","092P16","10","683945","5747504",,"3.6","47.1","1374"
"129-360400-23900-76700","ITALIA LAKE","LAKE #1664, LAWRENCE LAKE, NECKTIE LAKE","01573MAHD","Thompson",,,"Lake",,"36170","092P16","10","679054","5747140",,"13","131","1287"
"129-360400-23900-76700-1650","CORSICA LAKE","LAKE #774","01615MAHD","Thompson",,,"Lake",,"36175","092P16","10","678091","5745535",,"5.7","67","1341"
"129-360400-23900-76700-3813",,"LAKE #661, PEEL LAKE","01566MAHD","Thompson",,,"Lake",,"662687","092P16","10","679771","5747296",,".6","1.2","1295"
"129-360400-23900-76700-5690",,"LAKE #1643, SHELLY LAKE","01641MAHD","Thompson",,,"Lake",,"36185","092P16","10","681017","5745042",,".5","1.2","1303"
"129-360400-23900-76700-5690",,"FERN LAKE, LAKE #1642","01650MAHD","Thompson",,,"Lake",,"36184","092P16","10","680465","5744597",,".6","1.2","1291"
"129-360400-23900-98400-3280","RIOUX LAKE","LAKE #899","01848MAHD","Thompson",,,"Lake",,"36604","092P09","10","676464","5735281",,"2.6","27.1","1097"
"129-360400-23900-98400-3280","COLDSCAUR LAKE","LAKE #1644","01883MAHD","Thompson",,,"Lake",,"36605","092P09","10","678842","5733685",,"6.3","61.9","1113"
"129-360400-23900-98400-3280",,"CAMERON LAKE, LAKE #764","01907MAHD","Thompson",,,"Lake",,"36606","092P09","10","681321","5731968",,"1","6.4","1123"
"129-360400-23900-98400-3280-5590","BOUNDARY LINE LAKE","BOUNDARY LAKE, LAKE #570, LAKE #759","01881MAHD","Thompson",,,"Lake",,"36653","092P10","10","669070","5733827",,"1.9","12.9","1072"
"129-360400-23900-98400-3280-5590-278-372",,"LAKE #953, WINDY LAKE","01904MAHD","Thompson",,,"Lake",,"36663","092P10","10","672212","5731918",,"2.2","29.8","1210"
"129-360400-23900-98400-3280-5590-278-372",,"EARL LAKE, LAKE #1632","01918MAHD","Thompson",,,"Lake",,"36665","092P09","10","673487","5731431",,".7","3.5","1218"
"129-360400-23900-98400-3280-7190",,"LAKE #943, LOCH NESS LAKE, LOST GIRL GUIDE LAKE","01813MAHD","Thompson",,,"Lake",,"36696","092P16","10","674476","5736340",,".9","2.8","1102"
"129-360400-23900-98400-3280-7800",,"LAKE #944, TWO MILE LAKE, TWO-MILE LAKE","01871MAHD","Thompson",,,"Lake",,"36698","092P09","10","675256","5734261",,".9","5.2","1200"
"129-360400-23900-98400-3280-8270","SICILY LAKE","LAKE #910","01705MAHD","Thompson",,,"Lake",,"36701","092P16","10","678280","5741610",,"2.4","20.7","1254"
"129-360400-23900-98400-3280-8270-110",,"DEUBE LAKE, LAKE #786","01825MAHD","Thompson",,,"Lake",,"36711","092P09","10","676490","5735827",,"2","18.7","1110"
"129-360400-23900-98400-3280-8270-319","PATRICIA LAKE","LAKE #885","01779MAHD","Thompson",,,"Lake",,"36713","092P16","10","679274","5739024",,"3.1","22.7","1393"
"129-360400-23900-98400-4800","MONTICOLA LAKE","LAKE #6129","02077MAHD","Thompson",,,"Lake",,"36892","092P09","10","673703","5714935",,"4.6","63.6","1315"
"129-360400-23900-98400-4800-4710-397-702",,"CUTOFF LAKE, LAKE #6173,HUNKA","01977MAHD","Thompson",,,"Lake",,"37004","092P09","10","675146","5721698",,"1","3.1","1539"
"129-360400-23900-98400-4800-8620-292","TA HOOLA LAKE","LAKE #6130, TAHOOLA","02063MAHD","Thompson",,,"Lake",,"37100","092P09","10","674348","5717631",,"2.4","36.5","1408"
"129-360400-23900-98400-4800-8790",,"LAKE #6116","02081MAHD","Thompson",,,"Lake",,"37108","092P10","10","671961","5714859",,".9","3.1","1398"
"129-360400-23900-98400-4800-9070-486",,"LAKE #6125","02095MAHD","Thompson",,,"Lake",,"37115","092P10","10","673003","5713394",,".8","3.4","1389"
"129-360400-23900-98400-4800-9170-530",,"LAKE #1663","02079MAHD","Thompson",,,"Lake",,"37132","092P09","10","677051","5715044",,".3",".8","1473"
"129-360400-23900-98400-7260-0040-845-455",,"LAKE #6269","01315MAHD","Cariboo",,,"Lake",,"37198","092P15","10","652163","5754569",,"3.2","18.9","1009"
"129-360400-23900-98400-7260-2810-767",,"LAKE 34 K117","00877MAHD","Cariboo",,,"Lake",,"37547","092P15","10","645857","5762530",,"4.2","41.1","1268"
"129-360400-23900-98400-7260-3510",,"LAKE #6067","01037MAHD","Cariboo",,,"Lake",,"37577","092P14","10","629404","5760187",,"2.8","36.8","972"
"129-360400-23900-98400-9950-1010-338-171","CHICKEN LAKE","LAKE (5875)","00087BRID","Cariboo",,,"Lake",,"37851","092P11","10","636219","5733829",,"2.4","10.4","1027"
"129-360400-23900-98400-9950-9850","WILLOW LAKE","LAKE #6123","00872BRID","Thompson",,,"Lake",,"38194","092P10","10","670007","5710941",,"3.6","44.1","1293"
"129-360400-23900-98400-9950-9850-549",,"LAKE#6112, LONG LAKE, SILVER LAKE","00589BRID","Thompson",,,"Lake",,"38235","092P10","10","668714","5715405",,"2.8","23.8","1300"
"129-360400-23900-98400-9950-9850-549-375-194-173",,"LAKE #6121","00761BRID","Thompson",,,"Lake",,"38249","092P10","10","669610","5713078",,".6","1.7","1288"
"129-360400-23900-98400-9950-9930-101","BURN LAKE","LAKE #5537","01087BRID","Thompson",,,"Lake",,"38277","092P07","10","658034","5704470",,"2.8","25","1141"
"129-360400-23900-98400-9950-9930-419","EUGENE LAKE","LAKE #5544","01104BRID","Thompson",,,"Lake",,"38282","092P07","10","660879","5702317",,"7.2","123.6","1155"
"129-360400-23900-98400-9950-9930-419-081","WHITLEY LAKE","LAKE #5543, WHITLEY #1 LAKE","01089BRID","Thompson",,,"Lake",,"38284","092P07","10","661850","5703378",,"4.2","34.4","1164"
"129-360400-23900-98400-9950-9930-419-427","KNIGHT LAKE","LAKE #5542","01098BRID","Thompson",,,"Lake",,"38286","092P07","10","659615","5702938",,"1.6","13.3","1161"
"129-360400-23900-98400-9950-9930-419-675",,"LAKE #6728","01105BRID","Thompson",,,"Lake",,"662256","092P07","10","659590","5700976",,"1.8","10.8","1166"
"129-360400-28100","MURTLE LAKE","LAKE #878, NORTH ARM, WEST ARM","00673MURT","Thompson",,,"Lake",,"38302","083D04","11","306551","5777697",,"95.5","7636.2","1067"
"129-360400-28100-44200","MCDOUGALL LAKE","LAKE #861","00672MURT","Thompson",,,"Lake",,"38400","083D04","11","301791","5786701",,"16.2","635.2","1148"
"129-360400-28100-44200-2210","KOSTAL LAKE","LAKE #836","00843MURT","Thompson",,,"Lake",,"38409","083D04","11","299131","5783495",,"21.2","761.4","1278"
"129-360400-28100-56900",,"LAKE #923, STEVENS LAKE #1, STEVENS LAKES","01250MURT","Thompson",,,"Lake",,"38564","083D04","11","315618","5767021",,"10.1","163","1504"
"129-360400-28100-56900",,"LAKE #924, STEVENS LAKE #2, STEVENS LAKES","01277MURT","Thompson",,,"Lake",,"38565","083D04","11","313560","5765270",,"3.5","34.4","1512"
"129-360400-28100-56900","STEVENS LAKES","LAKE #936, STEVENS LAKE #3","01294MURT","Thompson",,,"Lake",,"38566","082M13","11","313365","5764479",,"4","22.2","1509"
"129-360400-28100-56900","STEVENS LAKES","LAKE #925, STEVENS LAKE #4","01331MURT","Thompson",,,"Lake",,"38567","082M13","11","312344","5763888",,"7.6","81.1","1509"
"129-360400-28100-56900","STEVENS LAKES","LAKE #959, STEVENS LAKE #5","01423MURT","Thompson",,,"Lake",,"38568","082M13","11","310560","5762957",,"7.9","42.6","1538"
"129-360400-28100-56900","STEVENS LAKES","LAKE #926, STEVENS LAKE #6","01454MURT","Thompson",,,"Lake",,"38569","082M13","11","309166","5762299",,"4.9","52","1541"
"129-360400-28100-56900","STEVENS LAKES","LAKE #927, STEVENS LAKE #7","01496MURT","Thompson",,,"Lake",,"38570","082M13","11","309119","5761067",,"10.5","137.7","1556"
"129-360400-37700","ALICE LAKE","LAKE #744","01401CLWR","Thompson",,,"Lake",,"39041","093A01","10","693927","5771805",,"1.6","7.2","637"
"129-360400-38300","SHADOW LAKE","LAKE #908","01313CLWR","Thompson",,,"Lake",,"39060","093A01","10","692600","5776599",,"1.4","7.6","703"
"129-360400-38700",,"LAKE #938, WEST LAKE","01370CLWR","Thompson",,,"Lake",,"39066","093A01","10","692066","5773398",,"1.1","3.3","657"
"129-360400-42000","ZELLERS LAKE","LAKE #955","01295CLWR","Thompson",,,"Lake",,"39087","093A01","10","692461","5778071",,".5","1.5","728"
"129-360400-43100","RAY LAKE","LAKE #895","00967CLWR","Thompson",,,"Lake",,"39091","093A01","10","700017","5788986",,"8.3","123.5","1382"
"129-360400-58500","AZURE LAKE","LAKE #750","00265MURT","Thompson",,,"Lake",,"39577","093A08","10","685357","5804436",,"54.2","3119.1","685"
"129-360400-58500-29500","ANGUS HORNE LAKE","LAKE #747","00336MURT","Thompson",,,"Lake",,"39708","083D05","11","305566","5803333",,"19.3","539.1","980"
"129-379800",,"LAKE #1477","00821UNTH","Thompson",,,"Lake",,"41138","083D03","11","331126","5766043",,"1.1","3.5","1693"
"129-379800-17300",,"LAKE #1412","01627UNTH","Thompson",,,"Lake",,"41146","082M12","11","303658","5731156",,".6","3.1","1670"
"129-379800-27700","MCCORVIE LAKE","LAKE #860","01659UNTH","Thompson",,,"Lake",,"41150","082M12","11","307032","5722767",,"1.3","7.8","1308"
"129-379800-52300","SILENCE LAKE","LAKE #911","01463UNTH","Thompson",,,"Lake",,"41315","082M13","11","314505","5741172",,"5.7","62.8","780"
